Dataset,Metric,Value,Model
b4bqa,acc_norm_stderr,0.01179977682900124,microsoft-phi-2
medmcqa_b2g,acc,0.42528735632183906,microsoft-phi-2
medmcqa_b2g,acc_stderr,0.026540058400969218,microsoft-phi-2
medmcqa_b2g,acc_norm,0.42528735632183906,microsoft-phi-2
medmcqa_b2g,acc_norm_stderr,0.026540058400969218,microsoft-phi-2
medmcqa_g2b,acc,0.382183908045977,microsoft-phi-2
medmcqa_g2b,acc_stderr,0.026085614333362667,microsoft-phi-2
medmcqa_g2b,acc_norm,0.382183908045977,microsoft-phi-2
medmcqa_g2b,acc_norm_stderr,0.026085614333362667,microsoft-phi-2
medmcqa_orig_filtered,acc,0.4224137931034483,microsoft-phi-2
medmcqa_orig_filtered,acc_stderr,0.026516287230132874,microsoft-phi-2
medmcqa_orig_filtered,acc_norm,0.4224137931034483,microsoft-phi-2
medmcqa_orig_filtered,acc_norm_stderr,0.026516287230132874,microsoft-phi-2
medqa_4options_b2g,acc,0.42857142857142855,microsoft-phi-2
medqa_4options_b2g,acc_stderr,0.023592080681279135,microsoft-phi-2
medqa_4options_b2g,acc_norm,0.42857142857142855,microsoft-phi-2
medqa_4options_b2g,acc_norm_stderr,0.023592080681279135,microsoft-phi-2
medqa_4options_g2b,acc,0.4126984126984127,microsoft-phi-2
medqa_4options_g2b,acc_stderr,0.023470408489619458,microsoft-phi-2
medqa_4options_g2b,acc_norm,0.4126984126984127,microsoft-phi-2
medqa_4options_g2b,acc_norm_stderr,0.023470408489619458,microsoft-phi-2
medqa_4options_orig_filtered,acc,0.42630385487528344,microsoft-phi-2
medqa_4options_orig_filtered,acc_stderr,0.02357622445454874,microsoft-phi-2
medqa_4options_orig_filtered,acc_norm,0.42630385487528344,microsoft-phi-2
medqa_4options_orig_filtered,acc_norm_stderr,0.02357622445454874,microsoft-phi-2
b4b,acc,0.44193315700889635,microsoft-phi-2
b4b,acc_stderr,0.03347622701222427,microsoft-phi-2
b4b,acc_norm,0.44193315700889635,microsoft-phi-2
b4b,acc_norm_stderr,0.03347622701222427,microsoft-phi-2
b4bqa,acc,0.47488839285714285,microsoft-phi-2
b4bqa,acc_stderr,0.01179977682900124,microsoft-phi-2
b4bqa,acc_norm,0.47488839285714285,microsoft-phi-2
b4bqa,acc_norm_stderr,0.01179977682900124,microsoft-phi-2
medmcqa_b2g,acc,0.42528735632183906,microsoft-phi-2
medmcqa_b2g,acc_stderr,0.026540058400969218,microsoft-phi-2
medmcqa_b2g,acc_norm,0.42528735632183906,microsoft-phi-2
medmcqa_b2g,acc_norm_stderr,0.026540058400969218,microsoft-phi-2
medmcqa_g2b,acc,0.382183908045977,microsoft-phi-2
medmcqa_g2b,acc_stderr,0.026085614333362667,microsoft-phi-2
medmcqa_g2b,acc_norm,0.382183908045977,microsoft-phi-2
medmcqa_g2b,acc_norm_stderr,0.026085614333362667,microsoft-phi-2
medmcqa_orig_filtered,acc,0.4224137931034483,microsoft-phi-2
medmcqa_orig_filtered,acc_stderr,0.026516287230132874,microsoft-phi-2
medmcqa_orig_filtered,acc_norm,0.4224137931034483,microsoft-phi-2
medmcqa_orig_filtered,acc_norm_stderr,0.026516287230132874,microsoft-phi-2
medqa_4options_b2g,acc,0.42857142857142855,microsoft-phi-2
medqa_4options_b2g,acc_stderr,0.023592080681279135,microsoft-phi-2
medqa_4options_b2g,acc_norm,0.42857142857142855,microsoft-phi-2
medqa_4options_b2g,acc_norm_stderr,0.023592080681279135,microsoft-phi-2
medqa_4options_g2b,acc,0.4126984126984127,microsoft-phi-2
medqa_4options_g2b,acc_stderr,0.023470408489619458,microsoft-phi-2
medqa_4options_g2b,acc_norm,0.4126984126984127,microsoft-phi-2
medqa_4options_g2b,acc_norm_stderr,0.023470408489619458,microsoft-phi-2
medqa_4options_orig_filtered,acc,0.42630385487528344,microsoft-phi-2
medqa_4options_orig_filtered,acc_stderr,0.02357622445454874,microsoft-phi-2
medqa_4options_orig_filtered,acc_norm,0.42630385487528344,microsoft-phi-2
medqa_4options_orig_filtered,acc_norm_stderr,0.02357622445454874,microsoft-phi-2
b4b,acc,0.44193315700889635,microsoft-phi-2
b4b,acc_stderr,0.03347622701222427,microsoft-phi-2
b4b,acc_norm,0.44193315700889635,microsoft-phi-2
b4b,acc_norm_stderr,0.03347622701222427,microsoft-phi-2
b4bqa,acc,0.47488839285714285,microsoft-phi-2
b4bqa,acc_stderr,0.01179977682900124,microsoft-phi-2
b4bqa,acc_norm,0.47488839285714285,microsoft-phi-2
b4bqa,acc_norm_stderr,0.01179977682900124,microsoft-phi-2
medmcqa_b2g,acc,0.42528735632183906,microsoft-phi-2
medmcqa_b2g,acc_stderr,0.026540058400969218,microsoft-phi-2
medmcqa_b2g,acc_norm,0.42528735632183906,microsoft-phi-2
medmcqa_b2g,acc_norm_stderr,0.026540058400969218,microsoft-phi-2
medmcqa_g2b,acc,0.382183908045977,microsoft-phi-2
medmcqa_g2b,acc_stderr,0.026085614333362667,microsoft-phi-2
medmcqa_g2b,acc_norm,0.382183908045977,microsoft-phi-2
medmcqa_g2b,acc_norm_stderr,0.026085614333362667,microsoft-phi-2
medmcqa_orig_filtered,acc,0.4224137931034483,microsoft-phi-2
medmcqa_orig_filtered,acc_stderr,0.026516287230132874,microsoft-phi-2
medmcqa_orig_filtered,acc_norm,0.4224137931034483,microsoft-phi-2
medmcqa_orig_filtered,acc_norm_stderr,0.026516287230132874,microsoft-phi-2
medqa_4options_b2g,acc,0.42857142857142855,microsoft-phi-2
medqa_4options_b2g,acc_stderr,0.023592080681279135,microsoft-phi-2
medqa_4options_b2g,acc_norm,0.42857142857142855,microsoft-phi-2
medqa_4options_b2g,acc_norm_stderr,0.023592080681279135,microsoft-phi-2
medqa_4options_g2b,acc,0.4126984126984127,microsoft-phi-2
medqa_4options_g2b,acc_stderr,0.023470408489619458,microsoft-phi-2
medqa_4options_g2b,acc_norm,0.4126984126984127,microsoft-phi-2
medqa_4options_g2b,acc_norm_stderr,0.023470408489619458,microsoft-phi-2
medqa_4options_orig_filtered,acc,0.42630385487528344,microsoft-phi-2
medqa_4options_orig_filtered,acc_stderr,0.02357622445454874,microsoft-phi-2
medqa_4options_orig_filtered,acc_norm,0.42630385487528344,microsoft-phi-2
medqa_4options_orig_filtered,acc_norm_stderr,0.02357622445454874,microsoft-phi-2
b4b,acc,0.6525607117095455,microsoft-Phi-3-medium-4k-instruct
b4b,acc_stderr,0.06268658119118006,microsoft-Phi-3-medium-4k-instruct
b4b,acc_norm,0.6525607117095455,microsoft-Phi-3-medium-4k-instruct
b4b,acc_norm_stderr,0.06268658119118006,microsoft-Phi-3-medium-4k-instruct
b4bqa,acc,0.69921875,microsoft-Phi-3-medium-4k-instruct
b4bqa,acc_stderr,0.010836377349644846,microsoft-Phi-3-medium-4k-instruct
b4bqa,acc_norm,0.69921875,microsoft-Phi-3-medium-4k-instruct
b4bqa,acc_norm_stderr,0.010836377349644846,microsoft-Phi-3-medium-4k-instruct
medmcqa_b2g,acc,0.7241379310344828,microsoft-Phi-3-medium-4k-instruct
medmcqa_b2g,acc_stderr,0.023993406146998363,microsoft-Phi-3-medium-4k-instruct
medmcqa_b2g,acc_norm,0.7241379310344828,microsoft-Phi-3-medium-4k-instruct
medmcqa_b2g,acc_norm_stderr,0.023993406146998363,microsoft-Phi-3-medium-4k-instruct
medmcqa_g2b,acc,0.6005747126436781,microsoft-Phi-3-medium-4k-instruct
medmcqa_g2b,acc_stderr,0.02629278328664764,microsoft-Phi-3-medium-4k-instruct
medmcqa_g2b,acc_norm,0.6005747126436781,microsoft-Phi-3-medium-4k-instruct
medmcqa_g2b,acc_norm_stderr,0.02629278328664764,microsoft-Phi-3-medium-4k-instruct
medmcqa_orig_filtered,acc,0.7241379310344828,microsoft-Phi-3-medium-4k-instruct
medmcqa_orig_filtered,acc_stderr,0.023993406146998367,microsoft-Phi-3-medium-4k-instruct
medmcqa_orig_filtered,acc_norm,0.7241379310344828,microsoft-Phi-3-medium-4k-instruct
medmcqa_orig_filtered,acc_norm_stderr,0.023993406146998367,microsoft-Phi-3-medium-4k-instruct
medqa_4options_b2g,acc,0.5827664399092971,microsoft-Phi-3-medium-4k-instruct
medqa_4options_b2g,acc_stderr,0.023507721962674557,microsoft-Phi-3-medium-4k-instruct
medqa_4options_b2g,acc_norm,0.5827664399092971,microsoft-Phi-3-medium-4k-instruct
medqa_4options_b2g,acc_norm_stderr,0.023507721962674557,microsoft-Phi-3-medium-4k-instruct
medqa_4options_g2b,acc,0.5306122448979592,microsoft-Phi-3-medium-4k-instruct
medqa_4options_g2b,acc_stderr,0.023791847842863624,microsoft-Phi-3-medium-4k-instruct
medqa_4options_g2b,acc_norm,0.5306122448979592,microsoft-Phi-3-medium-4k-instruct
medqa_4options_g2b,acc_norm_stderr,0.023791847842863624,microsoft-Phi-3-medium-4k-instruct
medqa_4options_orig_filtered,acc,0.5827664399092971,microsoft-Phi-3-medium-4k-instruct
medqa_4options_orig_filtered,acc_stderr,0.02350772196267456,microsoft-Phi-3-medium-4k-instruct
medqa_4options_orig_filtered,acc_norm,0.5827664399092971,microsoft-Phi-3-medium-4k-instruct
medqa_4options_orig_filtered,acc_norm_stderr,0.02350772196267456,microsoft-Phi-3-medium-4k-instruct
b4b,acc,0.6525607117095455,microsoft-Phi-3-medium-4k-instruct
b4b,acc_stderr,0.06268658119118006,microsoft-Phi-3-medium-4k-instruct
b4b,acc_norm,0.6525607117095455,microsoft-Phi-3-medium-4k-instruct
b4b,acc_norm_stderr,0.06268658119118006,microsoft-Phi-3-medium-4k-instruct
b4bqa,acc,0.69921875,microsoft-Phi-3-medium-4k-instruct
b4bqa,acc_stderr,0.010836377349644846,microsoft-Phi-3-medium-4k-instruct
b4bqa,acc_norm,0.69921875,microsoft-Phi-3-medium-4k-instruct
b4bqa,acc_norm_stderr,0.010836377349644846,microsoft-Phi-3-medium-4k-instruct
medmcqa_b2g,acc,0.7241379310344828,microsoft-Phi-3-medium-4k-instruct
medmcqa_b2g,acc_stderr,0.023993406146998363,microsoft-Phi-3-medium-4k-instruct
medmcqa_b2g,acc_norm,0.7241379310344828,microsoft-Phi-3-medium-4k-instruct
medmcqa_b2g,acc_norm_stderr,0.023993406146998363,microsoft-Phi-3-medium-4k-instruct
medmcqa_g2b,acc,0.6005747126436781,microsoft-Phi-3-medium-4k-instruct
medmcqa_g2b,acc_stderr,0.02629278328664764,microsoft-Phi-3-medium-4k-instruct
medmcqa_g2b,acc_norm,0.6005747126436781,microsoft-Phi-3-medium-4k-instruct
medmcqa_g2b,acc_norm_stderr,0.02629278328664764,microsoft-Phi-3-medium-4k-instruct
medmcqa_orig_filtered,acc,0.7241379310344828,microsoft-Phi-3-medium-4k-instruct
medmcqa_orig_filtered,acc_stderr,0.023993406146998367,microsoft-Phi-3-medium-4k-instruct
medmcqa_orig_filtered,acc_norm,0.7241379310344828,microsoft-Phi-3-medium-4k-instruct
medmcqa_orig_filtered,acc_norm_stderr,0.023993406146998367,microsoft-Phi-3-medium-4k-instruct
medqa_4options_b2g,acc,0.5827664399092971,microsoft-Phi-3-medium-4k-instruct
medqa_4options_b2g,acc_stderr,0.023507721962674557,microsoft-Phi-3-medium-4k-instruct
medqa_4options_b2g,acc_norm,0.5827664399092971,microsoft-Phi-3-medium-4k-instruct
medqa_4options_b2g,acc_norm_stderr,0.023507721962674557,microsoft-Phi-3-medium-4k-instruct
medqa_4options_g2b,acc,0.5306122448979592,microsoft-Phi-3-medium-4k-instruct
medqa_4options_g2b,acc_stderr,0.023791847842863624,microsoft-Phi-3-medium-4k-instruct
medqa_4options_g2b,acc_norm,0.5306122448979592,microsoft-Phi-3-medium-4k-instruct
medqa_4options_g2b,acc_norm_stderr,0.023791847842863624,microsoft-Phi-3-medium-4k-instruct
medqa_4options_orig_filtered,acc,0.5827664399092971,microsoft-Phi-3-medium-4k-instruct
medqa_4options_orig_filtered,acc_stderr,0.02350772196267456,microsoft-Phi-3-medium-4k-instruct
medqa_4options_orig_filtered,acc_norm,0.5827664399092971,microsoft-Phi-3-medium-4k-instruct
medqa_4options_orig_filtered,acc_norm_stderr,0.02350772196267456,microsoft-Phi-3-medium-4k-instruct
b4b,acc,0.6525607117095455,microsoft-Phi-3-medium-4k-instruct
b4b,acc_stderr,0.06268658119118006,microsoft-Phi-3-medium-4k-instruct
b4b,acc_norm,0.6525607117095455,microsoft-Phi-3-medium-4k-instruct
b4b,acc_norm_stderr,0.06268658119118006,microsoft-Phi-3-medium-4k-instruct
b4bqa,acc,0.69921875,microsoft-Phi-3-medium-4k-instruct
b4bqa,acc_stderr,0.010836377349644846,microsoft-Phi-3-medium-4k-instruct
b4bqa,acc_norm,0.69921875,microsoft-Phi-3-medium-4k-instruct
b4bqa,acc_norm_stderr,0.010836377349644846,microsoft-Phi-3-medium-4k-instruct
medmcqa_b2g,acc,0.7241379310344828,microsoft-Phi-3-medium-4k-instruct
medmcqa_b2g,acc_stderr,0.023993406146998363,microsoft-Phi-3-medium-4k-instruct
medmcqa_b2g,acc_norm,0.7241379310344828,microsoft-Phi-3-medium-4k-instruct
medmcqa_b2g,acc_norm_stderr,0.023993406146998363,microsoft-Phi-3-medium-4k-instruct
medmcqa_g2b,acc,0.6005747126436781,microsoft-Phi-3-medium-4k-instruct
medmcqa_g2b,acc_stderr,0.02629278328664764,microsoft-Phi-3-medium-4k-instruct
